Temperatura (°C),Cisnienie p (MPa),Gestosc ρ (kg/m³),Cieplo wlasciwe cp (kJ/(kg·K)),Przewodzenie ciepla λ·10^2 (W/(m·K)),Dyfuzyjnosc cieplna a·10^8 (m²/s),Lepkosc dynamiczna μ·10^6 (N·s/m²),Lepkosc kinematyczna ν·10^6 (m²/s),Rozszerzalnosc β·10^4 (1/K),Napiecie powierzchniowe σ·10^4 (N/m),Liczba Prandtla Pr (-)
1.85,0.0007241941942,999.8631632,4.208132132,55.52362362,13.21051051,1699.223223,1.700039039,-0.385035035,753.6740741,12.90563564
1.86,0.0007248148148,999.862963,4.208111111,55.52592593,13.21111111,1698.740741,1.699555556,-0.3837037037,753.6592593,12.90148148
1.87,0.0007254354354,999.8627628,4.20809009,55.52822823,13.21171171,1698.258258,1.699072072,-0.3823723724,753.6444444,12.89732733
1.88,0.0007260560561,999.8625626,4.208069069,55.53053053,13.21231231,1697.775776,1.698588589,-0.381041041,753.6296296,12.89317317
1.89,0.0007266766767,999.8623624,4.208048048,55.53283283,13.21291291,1697.293293,1.698105105,-0.3797097097,753.6148148,12.88901902
1.9,0.0007272972973,999.8621622,4.208027027,55.53513514,13.21351351,1696.810811,1.697621622,-0.3783783784,753.6,12.88486486
1.91,0.0007279179179,999.861962,4.208006006,55.53743744,13.21411411,1696.328328,1.697138138,-0.377047047,753.5851852,12.88071071
1.92,0.0007285385385,999.8617618,4.207984985,55.53973974,13.21471471,1695.845846,1.696654655,-0.3757157157,753.5703704,12.87655656
1.93,0.0007291591592,999.8615616,4.207963964,55.54204204,13.21531532,1695.363363,1.696171171,-0.3743843844,753.5555556,12.8724024
1.94,0.0007297797798,999.8613614,4.207942943,55.54434434,13.21591592,1694.880881,1.695687688,-0.3730530531,753.5407407,12.86824825
1.95,0.0007304004004,999.8611612,4.207921922,55.54664665,13.21651652,1694.398398,1.695204204,-0.3717217217,753.5259259,12.86409409
1.96,0.000731021021,999.860961,4.207900901,55.54894895,13.21711712,1693.915916,1.694720721,-0.3703903904,753.5111111,12.85993994
1.97,0.0007316416416,999.8607608,4.20787988,55.55125125,13.21771772,1693.433433,1.694237237,-0.3690590591,753.4962963,12.85578579
1.98,0.0007322622623,999.8605606,4.207858859,55.55355355,13.21831832,1692.950951,1.693753754,-0.3677277277,753.4814815,12.85163163
1.99,0.0007328828829,999.8603604,4.207837838,55.55585586,13.21891892,1692.468468,1.69327027,-0.3663963964,753.4666667,12.84747748
2,0.0007335035035,999.8601602,4.207816817,55.55815816,13.21951952,1691.985986,1.692786787,-0.3650650651,753.4518519,12.84332332
2.01,0.0007341241241,999.85996,4.207795796,55.56046046,13.22012012,1691.503504,1.692303303,-0.3637337337,753.437037,12.83916917
2.02,0.0007347447447,999.8597598,4.207774775,55.56276276,13.22072072,1691.021021,1.69181982,-0.3624024024,753.4222222,12.83501502
2.03,0.0007353653654,999.8595596,4.207753754,55.56506507,13.22132132,1690.538539,1.691336336,-0.3610710711,753.4074074,12.83086086
2.04,0.000735985986,999.8593594,4.207732733,55.56736737,13.22192192,1690.056056,1.690852853,-0.3597397397,753.3925926,12.82670671
2.05,0.0007366066066,999.8591592,4.207711712,55.56966967,13.22252252,1689.573574,1.690369369,-0.3584084084,753.3777778,12.82255255
2.06,0.0007372272272,999.858959,4.207690691,55.57197197,13.22312312,1689.091091,1.689885886,-0.3570770771,753.362963,12.8183984
2.07,0.0007378478478,999.8587588,4.20766967,55.57427427,13.22372372,1688.608609,1.689402402,-0.3557457457,753.3481481,12.81424424
2.08,0.0007384684685,999.8585586,4.207648649,55.57657658,13.22432432,1688.126126,1.688918919,-0.3544144144,753.3333333,12.81009009
2.09,0.0007390890891,999.8583584,4.207627628,55.57887888,13.22492492,1687.643644,1.688435435,-0.3530830831,753.3185185,12.80593594
2.1,0.0007397097097,999.8581582,4.207606607,55.58118118,13.22552553,1687.161161,1.687951952,-0.3517517518,753.3037037,12.80178178
2.11,0.0007403303303,999.857958,4.207585586,55.58348348,13.22612613,1686.678679,1.687468468,-0.3504204204,753.2888889,12.79762763
2.12,0.000740950951,999.8577578,4.207564565,55.58578579,13.22672673,1686.196196,1.686984985,-0.3490890891,753.2740741,12.79347347
2.13,0.0007415715716,999.8575576,4.207543544,55.58808809,13.22732733,1685.713714,1.686501502,-0.3477577578,753.2592593,12.78931932
2.14,0.0007421921922,999.8573574,4.207522523,55.59039039,13.22792793,1685.231231,1.686018018,-0.3464264264,753.2444444,12.78516517
2.15,0.0007428128128,999.8571572,4.207501502,55.59269269,13.22852853,1684.748749,1.685534535,-0.3450950951,753.2296296,12.78101101
2.16,0.0007434334334,999.856957,4.20748048,55.59499499,13.22912913,1684.266266,1.685051051,-0.3437637638,753.2148148,12.77685686
2.17,0.0007440540541,999.8567568,4.207459459,55.5972973,13.22972973,1683.783784,1.684567568,-0.3424324324,753.2,12.7727027
2.18,0.0007446746747,999.8565566,4.207438438,55.5995996,13.23033033,1683.301301,1.684084084,-0.3411011011,753.1851852,12.76854855
2.19,0.0007452952953,999.8563564,4.207417417,55.6019019,13.23093093,1682.818819,1.683600601,-0.3397697698,753.1703704,12.76439439
2.2,0.0007459159159,999.8561562,4.207396396,55.6042042,13.23153153,1682.336336,1.683117117,-0.3384384384,753.1555556,12.76024024
2.21,0.0007465365365,999.855956,4.207375375,55.60650651,13.23213213,1681.853854,1.682633634,-0.3371071071,753.1407407,12.75608609
2.22,0.0007471571572,999.8557558,4.207354354,55.60880881,13.23273273,1681.371371,1.68215015,-0.3357757758,753.1259259,12.75193193
2.23,0.0007477777778,999.8555556,4.207333333,55.61111111,13.23333333,1680.888889,1.681666667,-0.3344444444,753.1111111,12.74777778
2.24,0.0007483983984,999.8553554,4.207312312,55.61341341,13.23393393,1680.406406,1.681183183,-0.3331131131,753.0962963,12.74362362
2.25,0.000749019019,999.8551552,4.207291291,55.61571572,13.23453453,1679.923924,1.6806997,-0.3317817818,753.0814815,12.73946947
2.26,0.0007496396396,999.854955,4.20727027,55.61801802,13.23513514,1679.441441,1.680216216,-0.3304504505,753.0666667,12.73531532
2.27,0.0007502602603,999.8547548,4.207249249,55.62032032,13.23573574,1678.958959,1.679732733,-0.3291191191,753.0518519,12.73116116
2.28,0.0007508808809,999.8545546,4.207228228,55.62262262,13.23633634,1678.476476,1.679249249,-0.3277877878,753.037037,12.72700701
2.29,0.0007515015015,999.8543544,4.207207207,55.62492492,13.23693694,1677.993994,1.678765766,-0.3264564565,753.0222222,12.72285285
2.3,0.0007521221221,999.8541542,4.207186186,55.62722723,13.23753754,1677.511512,1.678282282,-0.3251251251,753.0074074,12.7186987
2.31,0.0007527427427,999.853954,4.207165165,55.62952953,13.23813814,1677.029029,1.677798799,-0.3237937938,752.9925926,12.71454454
2.32,0.0007533633634,999.8537538,4.207144144,55.63183183,13.23873874,1676.546547,1.677315315,-0.3224624625,752.9777778,12.71039039
2.33,0.000753983984,999.8535536,4.207123123,55.63413413,13.23933934,1676.064064,1.676831832,-0.3211311311,752.962963,12.70623624
2.34,0.0007546046046,999.8533534,4.207102102,55.63643644,13.23993994,1675.581582,1.676348348,-0.3197997998,752.9481481,12.70208208
2.35,0.0007552252252,999.8531532,4.207081081,55.63873874,13.24054054,1675.099099,1.675864865,-0.3184684685,752.9333333,12.69792793
2.36,0.0007558458458,999.852953,4.20706006,55.64104104,13.24114114,1674.616617,1.675381381,-0.3171371371,752.9185185,12.69377377
2.37,0.0007564664665,999.8527528,4.207039039,55.64334334,13.24174174,1674.134134,1.674897898,-0.3158058058,752.9037037,12.68961962
2.38,0.0007570870871,999.8525526,4.207018018,55.64564565,13.24234234,1673.651652,1.674414414,-0.3144744745,752.8888889,12.68546547
2.39,0.0007577077077,999.8523524,4.206996997,55.64794795,13.24294294,1673.169169,1.673930931,-0.3131431431,752.8740741,12.68131131
2.4,0.0007583283283,999.8521522,4.206975976,55.65025025,13.24354354,1672.686687,1.673447447,-0.3118118118,752.8592593,12.67715716
2.41,0.0007589489489,999.851952,4.206954955,55.65255255,13.24414414,1672.204204,1.672963964,-0.3104804805,752.8444444,12.673003
2.42,0.0007595695696,999.8517518,4.206933934,55.65485485,13.24474474,1671.721722,1.67248048,-0.3091491491,752.8296296,12.66884885
2.43,0.0007601901902,999.8515516,4.206912913,55.65715716,13.24534535,1671.239239,1.671996997,-0.3078178178,752.8148148,12.66469469
2.44,0.0007608108108,999.8513514,4.206891892,55.65945946,13.24594595,1670.756757,1.671513514,-0.3064864865,752.8,12.66054054
2.45,0.0007614314314,999.8511512,4.206870871,55.66176176,13.24654655,1670.274274,1.67103003,-0.3051551552,752.7851852,12.65638639
2.46,0.0007620520521,999.850951,4.20684985,55.66406406,13.24714715,1669.791792,1.670546547,-0.3038238238,752.7703704,12.65223223
2.47,0.0007626726727,999.8507508,4.206828829,55.66636637,13.24774775,1669.309309,1.670063063,-0.3024924925,752.7555556,12.64807808
2.48,0.0007632932933,999.8505506,4.206807808,55.66866867,13.24834835,1668.826827,1.66957958,-0.3011611612,752.7407407,12.64392392
2.49,0.0007639139139,999.8503504,4.206786787,55.67097097,13.24894895,1668.344344,1.669096096,-0.2998298298,752.7259259,12.63976977
2.5,0.0007645345345,999.8501502,4.206765766,55.67327327,13.24954955,1667.861862,1.668612613,-0.2984984985,752.7111111,12.63561562
2.51,0.0007651551552,999.8499499,4.206744745,55.67557558,13.25015015,1667.379379,1.668129129,-0.2971671672,752.6962963,12.63146146
2.52,0.0007657757758,999.8497497,4.206723724,55.67787788,13.25075075,1666.896897,1.667645646,-0.2958358358,752.6814815,12.62730731
2.53,0.0007663963964,999.8495495,4.206702703,55.68018018,13.25135135,1666.414414,1.667162162,-0.2945045045,752.6666667,12.62315315
2.54,0.000767017017,999.8493493,4.206681682,55.68248248,13.25195195,1665.931932,1.666678679,-0.2931731732,752.6518519,12.618999
2.55,0.0007676376376,999.8491491,4.206660661,55.68478478,13.25255255,1665.449449,1.666195195,-0.2918418418,752.637037,12.61484484
2.56,0.0007682582583,999.8489489,4.20663964,55.68708709,13.25315315,1664.966967,1.665711712,-0.2905105105,752.6222222,12.61069069
2.57,0.0007688788789,999.8487487,4.206618619,55.68938939,13.25375375,1664.484484,1.665228228,-0.2891791792,752.6074074,12.60653654
2.58,0.0007694994995,999.8485485,4.206597598,55.69169169,13.25435435,1664.002002,1.664744745,-0.2878478478,752.5925926,12.60238238
2.59,0.0007701201201,999.8483483,4.206576577,55.69399399,13.25495495,1663.51952,1.664261261,-0.2865165165,752.5777778,12.59822823
2.6,0.0007707407407,999.8481481,4.206555556,55.6962963,13.25555556,1663.037037,1.663777778,-0.2851851852,752.562963,12.59407407
2.61,0.0007713613614,999.8479479,4.206534535,55.6985986,13.25615616,1662.554555,1.663294294,-0.2838538539,752.5481481,12.58991992
2.62,0.000771981982,999.8477477,4.206513514,55.7009009,13.25675676,1662.072072,1.662810811,-0.2825225225,752.5333333,12.58576577
2.63,0.0007726026026,999.8475475,4.206492492,55.7032032,13.25735736,1661.58959,1.662327327,-0.2811911912,752.5185185,12.58161161
2.64,0.0007732232232,999.8473473,4.206471471,55.70550551,13.25795796,1661.107107,1.661843844,-0.2798598599,752.5037037,12.57745746
2.65,0.0007738438438,999.8471471,4.20645045,55.70780781,13.25855856,1660.624625,1.66136036,-0.2785285285,752.4888889,12.5733033
2.66,0.0007744644645,999.8469469,4.206429429,55.71011011,13.25915916,1660.142142,1.660876877,-0.2771971972,752.4740741,12.56914915
2.67,0.0007750850851,999.8467467,4.206408408,55.71241241,13.25975976,1659.65966,1.660393393,-0.2758658659,752.4592593,12.56499499
2.68,0.0007757057057,999.8465465,4.206387387,55.71471471,13.26036036,1659.177177,1.65990991,-0.2745345345,752.4444444,12.56084084
2.69,0.0007763263263,999.8463463,4.206366366,55.71701702,13.26096096,1658.694695,1.659426426,-0.2732032032,752.4296296,12.55668669
2.7,0.0007769469469,999.8461461,4.206345345,55.71931932,13.26156156,1658.212212,1.658942943,-0.2718718719,752.4148148,12.55253253
2.71,0.0007775675676,999.8459459,4.206324324,55.72162162,13.26216216,1657.72973,1.658459459,-0.2705405405,752.4,12.54837838
2.72,0.0007781881882,999.8457457,4.206303303,55.72392392,13.26276276,1657.247247,1.657975976,-0.2692092092,752.3851852,12.54422422
2.73,0.0007788088088,999.8455455,4.206282282,55.72622623,13.26336336,1656.764765,1.657492492,-0.2678778779,752.3703704,12.54007007
2.74,0.0007794294294,999.8453453,4.206261261,55.72852853,13.26396396,1656.282282,1.657009009,-0.2665465465,752.3555556,12.53591592
2.75,0.0007800500501,999.8451451,4.20624024,55.73083083,13.26456456,1655.7998,1.656525526,-0.2652152152,752.3407407,12.53176176
2.76,0.0007806706707,999.8449449,4.206219219,55.73313313,13.26516517,1655.317317,1.656042042,-0.2638838839,752.3259259,12.52760761
2.77,0.0007812912913,999.8447447,4.206198198,55.73543544,13.26576577,1654.834835,1.655558559,-0.2625525526,752.3111111,12.52345345
2.78,0.0007819119119,999.8445445,4.206177177,55.73773774,13.26636637,1654.352352,1.655075075,-0.2612212212,752.2962963,12.5192993
2.79,0.0007825325325,999.8443443,4.206156156,55.74004004,13.26696697,1653.86987,1.654591592,-0.2598898899,752.2814815,12.51514515
2.8,0.0007831531532,999.8441441,4.206135135,55.74234234,13.26756757,1653.387387,1.654108108,-0.2585585586,752.2666667,12.51099099
2.81,0.0007837737738,999.8439439,4.206114114,55.74464464,13.26816817,1652.904905,1.653624625,-0.2572272272,752.2518519,12.50683684
2.82,0.0007843943944,999.8437437,4.206093093,55.74694695,13.26876877,1652.422422,1.653141141,-0.2558958959,752.237037,12.50268268
2.83,0.000785015015,999.8435435,4.206072072,55.74924925,13.26936937,1651.93994,1.652657658,-0.2545645646,752.2222222,12.49852853
2.84,0.0007856356356,999.8433433,4.206051051,55.75155155,13.26996997,1651.457457,1.652174174,-0.2532332332,752.2074074,12.49437437
2.85,0.0007862562563,999.8431431,4.20603003,55.75385385,13.27057057,1650.974975,1.651690691,-0.2519019019,752.1925926,12.49022022
2.86,0.0007868768769,999.8429429,4.206009009,55.75615616,13.27117117,1650.492492,1.651207207,-0.2505705706,752.1777778,12.48606607
2.87,0.0007874974975,999.8427427,4.205987988,55.75845846,13.27177177,1650.01001,1.650723724,-0.2492392392,752.162963,12.48191191
2.88,0.0007881181181,999.8425425,4.205966967,55.76076076,13.27237237,1649.527528,1.65024024,-0.2479079079,752.1481481,12.47775776
2.89,0.0007887387387,999.8423423,4.205945946,55.76306306,13.27297297,1649.045045,1.649756757,-0.2465765766,752.1333333,12.4736036
2.9,0.0007893593594,999.8421421,4.205924925,55.76536537,13.27357357,1648.562563,1.649273273,-0.2452452452,752.1185185,12.46944945
2.91,0.00078997998,999.8419419,4.205903904,55.76766767,13.27417417,1648.08008,1.64878979,-0.2439139139,752.1037037,12.4652953
2.92,0.0007906006006,999.8417417,4.205882883,55.76996997,13.27477477,1647.597598,1.648306306,-0.2425825826,752.0888889,12.46114114
2.93,0.0007912212212,999.8415415,4.205861862,55.77227227,13.27537538,1647.115115,1.647822823,-0.2412512513,752.0740741,12.45698699
2.94,0.0007918418418,999.8413413,4.205840841,55.77457457,13.27597598,1646.632633,1.647339339,-0.2399199199,752.0592593,12.45283283
2.95,0.0007924624625,999.8411411,4.20581982,55.77687688,13.27657658,1646.15015,1.646855856,-0.2385885886,752.0444444,12.44867868
2.96,0.0007930830831,999.8409409,4.205798799,55.77917918,13.27717718,1645.667668,1.646372372,-0.2372572573,752.0296296,12.44452452
2.97,0.0007937037037,999.8407407,4.205777778,55.78148148,13.27777778,1645.185185,1.645888889,-0.2359259259,752.0148148,12.44037037
2.98,0.0007943243243,999.8405405,4.205756757,55.78378378,13.27837838,1644.702703,1.645405405,-0.2345945946,752,12.43621622
2.99,0.0007949449449,999.8403403,4.205735736,55.78608609,13.27897898,1644.22022,1.644921922,-0.2332632633,751.9851852,12.43206206
3,0.0007955655656,999.8401401,4.205714715,55.78838839,13.27957958,1643.737738,1.644438438,-0.2319319319,751.9703704,12.42790791
3.01,0.0007961861862,999.8399399,4.205693694,55.79069069,13.28018018,1643.255255,1.643954955,-0.2306006006,751.9555556,12.42375375
3.02,0.0007968068068,999.8397397,4.205672673,55.79299299,13.28078078,1642.772773,1.643471471,-0.2292692693,751.9407407,12.4195996
3.03,0.0007974274274,999.8395395,4.205651652,55.7952953,13.28138138,1642.29029,1.642987988,-0.2279379379,751.9259259,12.41544545
3.04,0.000798048048,999.8393393,4.205630631,55.7975976,13.28198198,1641.807808,1.642504505,-0.2266066066,751.9111111,12.41129129
3.05,0.0007986686687,999.8391391,4.20560961,55.7998999,13.28258258,1641.325325,1.642021021,-0.2252752753,751.8962963,12.40713714
3.06,0.0007992892893,999.8389389,4.205588589,55.8022022,13.28318318,1640.842843,1.641537538,-0.2239439439,751.8814815,12.40298298
3.07,0.0007999099099,999.8387387,4.205567568,55.8045045,13.28378378,1640.36036,1.641054054,-0.2226126126,751.8666667,12.39882883
3.08,0.0008005305305,999.8385385,4.205546547,55.80680681,13.28438438,1639.877878,1.640570571,-0.2212812813,751.8518519,12.39467467
3.09,0.0008011511512,999.8383383,4.205525526,55.80910911,13.28498498,1639.395395,1.640087087,-0.2199499499,751.837037,12.39052052
3.1,0.0008017717718,999.8381381,4.205504505,55.81141141,13.28558559,1638.912913,1.639603604,-0.2186186186,751.8222222,12.38636637
3.11,0.0008023923924,999.8379379,4.205483483,55.81371371,13.28618619,1638.43043,1.63912012,-0.2172872873,751.8074074,12.38221221
3.12,0.000803013013,999.8377377,4.205462462,55.81601602,13.28678679,1637.947948,1.638636637,-0.215955956,751.7925926,12.37805806
3.13,0.0008036336336,999.8375375,4.205441441,55.81831832,13.28738739,1637.465465,1.638153153,-0.2146246246,751.7777778,12.3739039
3.14,0.0008042542543,999.8373373,4.20542042,55.82062062,13.28798799,1636.982983,1.63766967,-0.2132932933,751.762963,12.36974975
3.15,0.0008048748749,999.8371371,4.205399399,55.82292292,13.28858859,1636.500501,1.637186186,-0.211961962,751.7481481,12.3655956
3.16,0.0008054954955,999.8369369,4.205378378,55.82522523,13.28918919,1636.018018,1.636702703,-0.2106306306,751.7333333,12.36144144
3.17,0.0008061161161,999.8367367,4.205357357,55.82752753,13.28978979,1635.535536,1.636219219,-0.2092992993,751.7185185,12.35728729
3.18,0.0008067367367,999.8365365,4.205336336,55.82982983,13.29039039,1635.053053,1.635735736,-0.207967968,751.7037037,12.35313313
3.19,0.0008073573574,999.8363363,4.205315315,55.83213213,13.29099099,1634.570571,1.635252252,-0.2066366366,751.6888889,12.34897898
3.2,0.000807977978,999.8361361,4.205294294,55.83443443,13.29159159,1634.088088,1.634768769,-0.2053053053,751.6740741,12.34482482
3.21,0.0008085985986,999.8359359,4.205273273,55.83673674,13.29219219,1633.605606,1.634285285,-0.203973974,751.6592593,12.34067067
3.22,0.0008092192192,999.8357357,4.205252252,55.83903904,13.29279279,1633.123123,1.633801802,-0.2026426426,751.6444444,12.33651652
3.23,0.0008098398398,999.8355355,4.205231231,55.84134134,13.29339339,1632.640641,1.633318318,-0.2013113113,751.6296296,12.33236236
3.24,0.0008104604605,999.8353353,4.20521021,55.84364364,13.29399399,1632.158158,1.632834835,-0.19997998,751.6148148,12.32820821
3.25,0.0008110810811,999.8351351,4.205189189,55.84594595,13.29459459,1631.675676,1.632351351,-0.1986486486,751.6,12.32405405
3.26,0.0008117017017,999.8349349,4.205168168,55.84824825,13.2951952,1631.193193,1.631867868,-0.1973173173,751.5851852,12.3198999
3.27,0.0008123223223,999.8347347,4.205147147,55.85055055,13.2957958,1630.710711,1.631384384,-0.195985986,751.5703704,12.31574575
3.28,0.0008129429429,999.8345345,4.205126126,55.85285285,13.2963964,1630.228228,1.630900901,-0.1946546547,751.5555556,12.31159159
3.29,0.0008135635636,999.8343343,4.205105105,55.85515516,13.296997,1629.745746,1.630417417,-0.1933233233,751.5407407,12.30743744
3.3,0.0008141841842,999.8341341,4.205084084,55.85745746,13.2975976,1629.263263,1.629933934,-0.191991992,751.5259259,12.30328328
3.31,0.0008148048048,999.8339339,4.205063063,55.85975976,13.2981982,1628.780781,1.62945045,-0.1906606607,751.5111111,12.29912913
3.32,0.0008154254254,999.8337337,4.205042042,55.86206206,13.2987988,1628.298298,1.628966967,-0.1893293293,751.4962963,12.29497497
3.33,0.000816046046,999.8335335,4.205021021,55.86436436,13.2993994,1627.815816,1.628483483,-0.187997998,751.4814815,12.29082082
3.34,0.0008166666667,999.8333333,4.205,55.86666667,13.3,1627.333333,1.628,-0.1866666667,751.4666667,12.28666667
3.35,0.0008172872873,999.8331331,4.204978979,55.86896897,13.3006006,1626.850851,1.627516517,-0.1853353353,751.4518519,12.28251251
3.36,0.0008179079079,999.8329329,4.204957958,55.87127127,13.3012012,1626.368368,1.627033033,-0.184004004,751.437037,12.27835836
3.37,0.0008185285285,999.8327327,4.204936937,55.87357357,13.3018018,1625.885886,1.62654955,-0.1826726727,751.4222222,12.2742042
3.38,0.0008191491491,999.8325325,4.204915916,55.87587588,13.3024024,1625.403403,1.626066066,-0.1813413413,751.4074074,12.27005005
3.39,0.0008197697698,999.8323323,4.204894895,55.87817818,13.303003,1624.920921,1.625582583,-0.18001001,751.3925926,12.2658959
3.4,0.0008203903904,999.8321321,4.204873874,55.88048048,13.3036036,1624.438438,1.625099099,-0.1786786787,751.3777778,12.26174174
3.41,0.000821011011,999.8319319,4.204852853,55.88278278,13.3042042,1623.955956,1.624615616,-0.1773473473,751.362963,12.25758759
3.42,0.0008216316316,999.8317317,4.204831832,55.88508509,13.3048048,1623.473473,1.624132132,-0.176016016,751.3481481,12.25343343
3.43,0.0008222522523,999.8315315,4.204810811,55.88738739,13.30540541,1622.990991,1.623648649,-0.1746846847,751.3333333,12.24927928
