Temperatura (°C),Cisnienie p (MPa),Gestosc ρ (kg/m³),Cieplo wlasciwe cp (kJ/(kg·K)),Przewodzenie ciepla λ·10^2 (W/(m·K)),Dyfuzyjnosc cieplna a·10^8 (m²/s),Lepkosc dynamiczna μ·10^6 (N·s/m²),Lepkosc kinematyczna ν·10^6 (m²/s),Rozszerzalnosc β·10^4 (1/K),Napiecie powierzchniowe σ·10^4 (N/m),Liczba Prandtla Pr (-)
53.88,0.01528104,986.1988,4.17594,65.2268,15.8164,518.554,0.525736,4.73056,671.1964,3.32272
53.89,0.01528862,986.1939,4.175945,65.2279,15.8167,518.4745,0.525658,4.73118,671.1817,3.32216
53.9,0.0152962,986.189,4.17595,65.229,15.817,518.395,0.52558,4.7318,671.167,3.3216
53.91,0.01530378,986.1841,4.175955,65.2301,15.8173,518.3155,0.525502,4.73242,671.1523,3.32104
53.92,0.01531136,986.1792,4.17596,65.2312,15.8176,518.236,0.525424,4.73304,671.1376,3.32048
53.93,0.01531894,986.1743,4.175965,65.2323,15.8179,518.1565,0.525346,4.73366,671.1229,3.31992
53.94,0.01532652,986.1694,4.17597,65.2334,15.8182,518.077,0.525268,4.73428,671.1082,3.31936
53.95,0.0153341,986.1645,4.175975,65.2345,15.8185,517.9975,0.52519,4.7349,671.0935,3.3188
53.96,0.01534168,986.1596,4.17598,65.2356,15.8188,517.918,0.525112,4.73552,671.0788,3.31824
53.97,0.01534926,986.1547,4.175985,65.2367,15.8191,517.8385,0.525034,4.73614,671.0641,3.31768
53.98,0.01535684,986.1498,4.17599,65.2378,15.8194,517.759,0.524956,4.73676,671.0494,3.31712
53.99,0.01536442,986.1449,4.175995,65.2389,15.8197,517.6795,0.524878,4.73738,671.0347,3.31656
54,0.015372,986.14,4.176,65.24,15.82,517.6,0.5248,4.738,671.02,3.316
54.01,0.01537958,986.1351,4.176005,65.2411,15.8203,517.5205,0.524722,4.73862,671.0053,3.31544
54.02,0.01538716,986.1302,4.17601,65.2422,15.8206,517.441,0.524644,4.73924,670.9906,3.31488
54.03,0.01539474,986.1253,4.176015,65.2433,15.8209,517.3615,0.524566,4.73986,670.9759,3.31432
54.04,0.01540232,986.1204,4.17602,65.2444,15.8212,517.282,0.524488,4.74048,670.9612,3.31376
54.05,0.0154099,986.1155,4.176025,65.2455,15.8215,517.2025,0.52441,4.7411,670.9465,3.3132
54.06,0.01541748,986.1106,4.17603,65.2466,15.8218,517.123,0.524332,4.74172,670.9318,3.31264
54.07,0.01542506,986.1057,4.176035,65.2477,15.8221,517.0435,0.524254,4.74234,670.9171,3.31208
54.08,0.01543264,986.1008,4.17604,65.2488,15.8224,516.964,0.524176,4.74296,670.9024,3.31152
54.09,0.01544022,986.0959,4.176045,65.2499,15.8227,516.8845,0.524098,4.74358,670.8877,3.31096
54.1,0.0154478,986.091,4.17605,65.251,15.823,516.805,0.52402,4.7442,670.873,3.3104
54.11,0.01545538,986.0861,4.176055,65.2521,15.8233,516.7255,0.523942,4.74482,670.8583,3.30984
54.12,0.01546296,986.0812,4.17606,65.2532,15.8236,516.646,0.523864,4.74544,670.8436,3.30928
54.13,0.01547054,986.0763,4.176065,65.2543,15.8239,516.5665,0.523786,4.74606,670.8289,3.30872
54.14,0.01547812,986.0714,4.17607,65.2554,15.8242,516.487,0.523708,4.74668,670.8142,3.30816
54.15,0.0154857,986.0665,4.176075,65.2565,15.8245,516.4075,0.52363,4.7473,670.7995,3.3076
54.16,0.01549328,986.0616,4.17608,65.2576,15.8248,516.328,0.523552,4.74792,670.7848,3.30704
54.17,0.01550086,986.0567,4.176085,65.2587,15.8251,516.2485,0.523474,4.74854,670.7701,3.30648
54.18,0.01550844,986.0518,4.17609,65.2598,15.8254,516.169,0.523396,4.74916,670.7554,3.30592
54.19,0.01551602,986.0469,4.176095,65.2609,15.8257,516.0895,0.523318,4.74978,670.7407,3.30536
54.2,0.0155236,986.042,4.1761,65.262,15.826,516.01,0.52324,4.7504,670.726,3.3048
54.21,0.01553118,986.0371,4.176105,65.2631,15.8263,515.9305,0.523162,4.75102,670.7113,3.30424
54.22,0.01553876,986.0322,4.17611,65.2642,15.8266,515.851,0.523084,4.75164,670.6966,3.30368
54.23,0.01554634,986.0273,4.176115,65.2653,15.8269,515.7715,0.523006,4.75226,670.6819,3.30312
54.24,0.01555392,986.0224,4.17612,65.2664,15.8272,515.692,0.522928,4.75288,670.6672,3.30256
54.25,0.0155615,986.0175,4.176125,65.2675,15.8275,515.6125,0.52285,4.7535,670.6525,3.302
54.26,0.01556908,986.0126,4.17613,65.2686,15.8278,515.533,0.522772,4.75412,670.6378,3.30144
54.27,0.01557666,986.0077,4.176135,65.2697,15.8281,515.4535,0.522694,4.75474,670.6231,3.30088
54.28,0.01558424,986.0028,4.17614,65.2708,15.8284,515.374,0.522616,4.75536,670.6084,3.30032
54.29,0.01559182,985.9979,4.176145,65.2719,15.8287,515.2945,0.522538,4.75598,670.5937,3.29976
54.3,0.0155994,985.993,4.17615,65.273,15.829,515.215,0.52246,4.7566,670.579,3.2992
54.31,0.01560698,985.9881,4.176155,65.2741,15.8293,515.1355,0.522382,4.75722,670.5643,3.29864
54.32,0.01561456,985.9832,4.17616,65.2752,15.8296,515.056,0.522304,4.75784,670.5496,3.29808
54.33,0.01562214,985.9783,4.176165,65.2763,15.8299,514.9765,0.522226,4.75846,670.5349,3.29752
54.34,0.01562972,985.9734,4.17617,65.2774,15.8302,514.897,0.522148,4.75908,670.5202,3.29696
54.35,0.0156373,985.9685,4.176175,65.2785,15.8305,514.8175,0.52207,4.7597,670.5055,3.2964
54.36,0.01564488,985.9636,4.17618,65.2796,15.8308,514.738,0.521992,4.76032,670.4908,3.29584
54.37,0.01565246,985.9587,4.176185,65.2807,15.8311,514.6585,0.521914,4.76094,670.4761,3.29528
54.38,0.01566004,985.9538,4.17619,65.2818,15.8314,514.579,0.521836,4.76156,670.4614,3.29472
54.39,0.01566762,985.9489,4.176195,65.2829,15.8317,514.4995,0.521758,4.76218,670.4467,3.29416
54.4,0.0156752,985.944,4.1762,65.284,15.832,514.42,0.52168,4.7628,670.432,3.2936
54.41,0.01568278,985.9391,4.176205,65.2851,15.8323,514.3405,0.521602,4.76342,670.4173,3.29304
54.42,0.01569036,985.9342,4.17621,65.2862,15.8326,514.261,0.521524,4.76404,670.4026,3.29248
54.43,0.01569794,985.9293,4.176215,65.2873,15.8329,514.1815,0.521446,4.76466,670.3879,3.29192
54.44,0.01570552,985.9244,4.17622,65.2884,15.8332,514.102,0.521368,4.76528,670.3732,3.29136
54.45,0.0157131,985.9195,4.176225,65.2895,15.8335,514.0225,0.52129,4.7659,670.3585,3.2908
54.46,0.01572068,985.9146,4.17623,65.2906,15.8338,513.943,0.521212,4.76652,670.3438,3.29024
54.47,0.01572826,985.9097,4.176235,65.2917,15.8341,513.8635,0.521134,4.76714,670.3291,3.28968
54.48,0.01573584,985.9048,4.17624,65.2928,15.8344,513.784,0.521056,4.76776,670.3144,3.28912
54.49,0.01574342,985.8999,4.176245,65.2939,15.8347,513.7045,0.520978,4.76838,670.2997,3.28856
54.5,0.015751,985.895,4.17625,65.295,15.835,513.625,0.5209,4.769,670.285,3.288
54.51,0.01575858,985.8901,4.176255,65.2961,15.8353,513.5455,0.520822,4.76962,670.2703,3.28744
54.52,0.01576616,985.8852,4.17626,65.2972,15.8356,513.466,0.520744,4.77024,670.2556,3.28688
54.53,0.01577374,985.8803,4.176265,65.2983,15.8359,513.3865,0.520666,4.77086,670.2409,3.28632
54.54,0.01578132,985.8754,4.17627,65.2994,15.8362,513.307,0.520588,4.77148,670.2262,3.28576
54.55,0.0157889,985.8705,4.176275,65.3005,15.8365,513.2275,0.52051,4.7721,670.2115,3.2852
54.56,0.01579648,985.8656,4.17628,65.3016,15.8368,513.148,0.520432,4.77272,670.1968,3.28464
54.57,0.01580406,985.8607,4.176285,65.3027,15.8371,513.0685,0.520354,4.77334,670.1821,3.28408
54.58,0.01581164,985.8558,4.17629,65.3038,15.8374,512.989,0.520276,4.77396,670.1674,3.28352
54.59,0.01581922,985.8509,4.176295,65.3049,15.8377,512.9095,0.520198,4.77458,670.1527,3.28296
54.6,0.0158268,985.846,4.1763,65.306,15.838,512.83,0.52012,4.7752,670.138,3.2824
54.61,0.01583438,985.8411,4.176305,65.3071,15.8383,512.7505,0.520042,4.77582,670.1233,3.28184
54.62,0.01584196,985.8362,4.17631,65.3082,15.8386,512.671,0.519964,4.77644,670.1086,3.28128
54.63,0.01584954,985.8313,4.176315,65.3093,15.8389,512.5915,0.519886,4.77706,670.0939,3.28072
54.64,0.01585712,985.8264,4.17632,65.3104,15.8392,512.512,0.519808,4.77768,670.0792,3.28016
54.65,0.0158647,985.8215,4.176325,65.3115,15.8395,512.4325,0.51973,4.7783,670.0645,3.2796
54.66,0.01587228,985.8166,4.17633,65.3126,15.8398,512.353,0.519652,4.77892,670.0498,3.27904
54.67,0.01587986,985.8117,4.176335,65.3137,15.8401,512.2735,0.519574,4.77954,670.0351,3.27848
54.68,0.01588744,985.8068,4.17634,65.3148,15.8404,512.194,0.519496,4.78016,670.0204,3.27792
54.69,0.01589502,985.8019,4.176345,65.3159,15.8407,512.1145,0.519418,4.78078,670.0057,3.27736
54.7,0.0159026,985.797,4.17635,65.317,15.841,512.035,0.51934,4.7814,669.991,3.2768
54.71,0.01591018,985.7921,4.176355,65.3181,15.8413,511.9555,0.519262,4.78202,669.9763,3.27624
54.72,0.01591776,985.7872,4.17636,65.3192,15.8416,511.876,0.519184,4.78264,669.9616,3.27568
54.73,0.01592534,985.7823,4.176365,65.3203,15.8419,511.7965,0.519106,4.78326,669.9469,3.27512
54.74,0.01593292,985.7774,4.17637,65.3214,15.8422,511.717,0.519028,4.78388,669.9322,3.27456
54.75,0.0159405,985.7725,4.176375,65.3225,15.8425,511.6375,0.51895,4.7845,669.9175,3.274
54.76,0.01594808,985.7676,4.17638,65.3236,15.8428,511.558,0.518872,4.78512,669.9028,3.27344
54.77,0.01595566,985.7627,4.176385,65.3247,15.8431,511.4785,0.518794,4.78574,669.8881,3.27288
54.78,0.01596324,985.7578,4.17639,65.3258,15.8434,511.399,0.518716,4.78636,669.8734,3.27232
54.79,0.01597082,985.7529,4.176395,65.3269,15.8437,511.3195,0.518638,4.78698,669.8587,3.27176
54.8,0.0159784,985.748,4.1764,65.328,15.844,511.24,0.51856,4.7876,669.844,3.2712
54.81,0.01598598,985.7431,4.176405,65.3291,15.8443,511.1605,0.518482,4.78822,669.8293,3.27064
54.82,0.01599356,985.7382,4.17641,65.3302,15.8446,511.081,0.518404,4.78884,669.8146,3.27008
54.83,0.01600114,985.7333,4.176415,65.3313,15.8449,511.0015,0.518326,4.78946,669.7999,3.26952
54.84,0.01600872,985.7284,4.17642,65.3324,15.8452,510.922,0.518248,4.79008,669.7852,3.26896
54.85,0.0160163,985.7235,4.176425,65.3335,15.8455,510.8425,0.51817,4.7907,669.7705,3.2684
54.86,0.01602388,985.7186,4.17643,65.3346,15.8458,510.763,0.518092,4.79132,669.7558,3.26784
54.87,0.01603146,985.7137,4.176435,65.3357,15.8461,510.6835,0.518014,4.79194,669.7411,3.26728
54.88,0.01603904,985.7088,4.17644,65.3368,15.8464,510.604,0.517936,4.79256,669.7264,3.26672
54.89,0.01604662,985.7039,4.176445,65.3379,15.8467,510.5245,0.517858,4.79318,669.7117,3.26616
54.9,0.0160542,985.699,4.17645,65.339,15.847,510.445,0.51778,4.7938,669.697,3.2656
54.91,0.01606178,985.6941,4.176455,65.3401,15.8473,510.3655,0.517702,4.79442,669.6823,3.26504
54.92,0.01606936,985.6892,4.17646,65.3412,15.8476,510.286,0.517624,4.79504,669.6676,3.26448
54.93,0.01607694,985.6843,4.176465,65.3423,15.8479,510.2065,0.517546,4.79566,669.6529,3.26392
54.94,0.01608452,985.6794,4.17647,65.3434,15.8482,510.127,0.517468,4.79628,669.6382,3.26336
54.95,0.0160921,985.6745,4.176475,65.3445,15.8485,510.0475,0.51739,4.7969,669.6235,3.2628
54.96,0.01609968,985.6696,4.17648,65.3456,15.8488,509.968,0.517312,4.79752,669.6088,3.26224
54.97,0.01610726,985.6647,4.176485,65.3467,15.8491,509.8885,0.517234,4.79814,669.5941,3.26168
54.98,0.01611484,985.6598,4.17649,65.3478,15.8494,509.809,0.517156,4.79876,669.5794,3.26112
54.99,0.01612242,985.6549,4.176495,65.3489,15.8497,509.7295,0.517078,4.79938,669.5647,3.26056
55,0.01613,985.65,4.1765,65.35,15.85,509.65,0.517,4.8,669.55,3.26
55.01,0.01613758,985.6451,4.176505,65.3511,15.8503,509.5705,0.516922,4.80062,669.5353,3.25944
55.02,0.01614516,985.6402,4.17651,65.3522,15.8506,509.491,0.516844,4.80124,669.5206,3.25888
55.03,0.01615274,985.6353,4.176515,65.3533,15.8509,509.4115,0.516766,4.80186,669.5059,3.25832
55.04,0.01616032,985.6304,4.17652,65.3544,15.8512,509.332,0.516688,4.80248,669.4912,3.25776
55.05,0.0161679,985.6255,4.176525,65.3555,15.8515,509.2525,0.51661,4.8031,669.4765,3.2572
55.06,0.01617548,985.6206,4.17653,65.3566,15.8518,509.173,0.516532,4.80372,669.4618,3.25664
55.07,0.01618306,985.6157,4.176535,65.3577,15.8521,509.0935,0.516454,4.80434,669.4471,3.25608
55.08,0.01619064,985.6108,4.17654,65.3588,15.8524,509.014,0.516376,4.80496,669.4324,3.25552
55.09,0.01619822,985.6059,4.176545,65.3599,15.8527,508.9345,0.516298,4.80558,669.4177,3.25496
55.1,0.0162058,985.601,4.17655,65.361,15.853,508.855,0.51622,4.8062,669.403,3.2544
55.11,0.01621338,985.5961,4.176555,65.3621,15.8533,508.7755,0.516142,4.80682,669.3883,3.25384
55.12,0.01622096,985.5912,4.17656,65.3632,15.8536,508.696,0.516064,4.80744,669.3736,3.25328
55.13,0.01622854,985.5863,4.176565,65.3643,15.8539,508.6165,0.515986,4.80806,669.3589,3.25272
55.14,0.01623612,985.5814,4.17657,65.3654,15.8542,508.537,0.515908,4.80868,669.3442,3.25216
55.15,0.0162437,985.5765,4.176575,65.3665,15.8545,508.4575,0.51583,4.8093,669.3295,3.2516
55.16,0.01625128,985.5716,4.17658,65.3676,15.8548,508.378,0.515752,4.80992,669.3148,3.25104
55.17,0.01625886,985.5667,4.176585,65.3687,15.8551,508.2985,0.515674,4.81054,669.3001,3.25048
55.18,0.01626644,985.5618,4.17659,65.3698,15.8554,508.219,0.515596,4.81116,669.2854,3.24992
55.19,0.01627402,985.5569,4.176595,65.3709,15.8557,508.1395,0.515518,4.81178,669.2707,3.24936
55.2,0.0162816,985.552,4.1766,65.372,15.856,508.06,0.51544,4.8124,669.256,3.2488
55.21,0.01628918,985.5471,4.176605,65.3731,15.8563,507.9805,0.515362,4.81302,669.2413,3.24824
55.22,0.01629676,985.5422,4.17661,65.3742,15.8566,507.901,0.515284,4.81364,669.2266,3.24768
55.23,0.01630434,985.5373,4.176615,65.3753,15.8569,507.8215,0.515206,4.81426,669.2119,3.24712
55.24,0.01631192,985.5324,4.17662,65.3764,15.8572,507.742,0.515128,4.81488,669.1972,3.24656
55.25,0.0163195,985.5275,4.176625,65.3775,15.8575,507.6625,0.51505,4.8155,669.1825,3.246
55.26,0.01632708,985.5226,4.17663,65.3786,15.8578,507.583,0.514972,4.81612,669.1678,3.24544
55.27,0.01633466,985.5177,4.176635,65.3797,15.8581,507.5035,0.514894,4.81674,669.1531,3.24488
55.28,0.01634224,985.5128,4.17664,65.3808,15.8584,507.424,0.514816,4.81736,669.1384,3.24432
55.29,0.01634982,985.5079,4.176645,65.3819,15.8587,507.3445,0.514738,4.81798,669.1237,3.24376
55.3,0.0163574,985.503,4.17665,65.383,15.859,507.265,0.51466,4.8186,669.109,3.2432
55.31,0.01636498,985.4981,4.176655,65.3841,15.8593,507.1855,0.514582,4.81922,669.0943,3.24264
55.32,0.01637256,985.4932,4.17666,65.3852,15.8596,507.106,0.514504,4.81984,669.0796,3.24208
55.33,0.01638014,985.4883,4.176665,65.3863,15.8599,507.0265,0.514426,4.82046,669.0649,3.24152
55.34,0.01638772,985.4834,4.17667,65.3874,15.8602,506.947,0.514348,4.82108,669.0502,3.24096
55.35,0.0163953,985.4785,4.176675,65.3885,15.8605,506.8675,0.51427,4.8217,669.0355,3.2404
55.36,0.01640288,985.4736,4.17668,65.3896,15.8608,506.788,0.514192,4.82232,669.0208,3.23984
55.37,0.01641046,985.4687,4.176685,65.3907,15.8611,506.7085,0.514114,4.82294,669.0061,3.23928
55.38,0.01641804,985.4638,4.17669,65.3918,15.8614,506.629,0.514036,4.82356,668.9914,3.23872
55.39,0.01642562,985.4589,4.176695,65.3929,15.8617,506.5495,0.513958,4.82418,668.9767,3.23816
55.4,0.0164332,985.454,4.1767,65.394,15.862,506.47,0.51388,4.8248,668.962,3.2376
55.41,0.01644078,985.4491,4.176705,65.3951,15.8623,506.3905,0.513802,4.82542,668.9473,3.23704
55.42,0.01644836,985.4442,4.17671,65.3962,15.8626,506.311,0.513724,4.82604,668.9326,3.23648
55.43,0.01645594,985.4393,4.176715,65.3973,15.8629,506.2315,0.513646,4.82666,668.9179,3.23592
55.44,0.01646352,985.4344,4.17672,65.3984,15.8632,506.152,0.513568,4.82728,668.9032,3.23536
55.45,0.0164711,985.4295,4.176725,65.3995,15.8635,506.0725,0.51349,4.8279,668.8885,3.2348
55.46,0.01647868,985.4246,4.17673,65.4006,15.8638,505.993,0.513412,4.82852,668.8738,3.23424
55.47,0.01648626,985.4197,4.176735,65.4017,15.8641,505.9135,0.513334,4.82914,668.8591,3.23368
55.48,0.01649384,985.4148,4.17674,65.4028,15.8644,505.834,0.513256,4.82976,668.8444,3.23312
55.49,0.01650142,985.4099,4.176745,65.4039,15.8647,505.7545,0.513178,4.83038,668.8297,3.23256
55.5,0.016509,985.405,4.17675,65.405,15.865,505.675,0.5131,4.831,668.815,3.232
55.51,0.01651658,985.4001,4.176755,65.4061,15.8653,505.5955,0.513022,4.83162,668.8003,3.23144
55.52,0.01652416,985.3952,4.17676,65.4072,15.8656,505.516,0.512944,4.83224,668.7856,3.23088
55.53,0.01653174,985.3903,4.176765,65.4083,15.8659,505.4365,0.512866,4.83286,668.7709,3.23032
55.54,0.01653932,985.3854,4.17677,65.4094,15.8662,505.357,0.512788,4.83348,668.7562,3.22976
55.55,0.0165469,985.3805,4.176775,65.4105,15.8665,505.2775,0.51271,4.8341,668.7415,3.2292
55.56,0.01655448,985.3756,4.17678,65.4116,15.8668,505.198,0.512632,4.83472,668.7268,3.22864
55.57,0.01656206,985.3707,4.176785,65.4127,15.8671,505.1185,0.512554,4.83534,668.7121,3.22808
55.58,0.01656964,985.3658,4.17679,65.4138,15.8674,505.039,0.512476,4.83596,668.6974,3.22752
55.59,0.01657722,985.3609,4.176795,65.4149,15.8677,504.9595,0.512398,4.83658,668.6827,3.22696
55.6,0.0165848,985.356,4.1768,65.416,15.868,504.88,0.51232,4.8372,668.668,3.2264
55.61,0.01659238,985.3511,4.176805,65.4171,15.8683,504.8005,0.512242,4.83782,668.6533,3.22584
55.62,0.01659996,985.3462,4.17681,65.4182,15.8686,504.721,0.512164,4.83844,668.6386,3.22528
55.63,0.01660754,985.3413,4.176815,65.4193,15.8689,504.6415,0.512086,4.83906,668.6239,3.22472
55.64,0.01661512,985.3364,4.17682,65.4204,15.8692,504.562,0.512008,4.83968,668.6092,3.22416
55.65,0.0166227,985.3315,4.176825,65.4215,15.8695,504.4825,0.51193,4.8403,668.5945,3.2236
55.66,0.01663028,985.3266,4.17683,65.4226,15.8698,504.403,0.511852,4.84092,668.5798,3.22304
55.67,0.01663786,985.3217,4.176835,65.4237,15.8701,504.3235,0.511774,4.84154,668.5651,3.22248
55.68,0.01664544,985.3168,4.17684,65.4248,15.8704,504.244,0.511696,4.84216,668.5504,3.22192
55.69,0.01665302,985.3119,4.176845,65.4259,15.8707,504.1645,0.511618,4.84278,668.5357,3.22136
55.7,0.0166606,985.307,4.17685,65.427,15.871,504.085,0.51154,4.8434,668.521,3.2208
55.71,0.01666818,985.3021,4.176855,65.4281,15.8713,504.0055,0.511462,4.84402,668.5063,3.22024
55.72,0.01667576,985.2972,4.17686,65.4292,15.8716,503.926,0.511384,4.84464,668.4916,3.21968
55.73,0.01668334,985.2923,4.176865,65.4303,15.8719,503.8465,0.511306,4.84526,668.4769,3.21912
55.74,0.01669092,985.2874,4.17687,65.4314,15.8722,503.767,0.511228,4.84588,668.4622,3.21856
55.75,0.0166985,985.2825,4.176875,65.4325,15.8725,503.6875,0.51115,4.8465,668.4475,3.218
55.76,0.01670608,985.2776,4.17688,65.4336,15.8728,503.608,0.511072,4.84712,668.4328,3.21744
55.77,0.01671366,985.2727,4.176885,65.4347,15.8731,503.5285,0.510994,4.84774,668.4181,3.21688
55.78,0.01672124,985.2678,4.17689,65.4358,15.8734,503.449,0.510916,4.84836,668.4034,3.21632
55.79,0.01672882,985.2629,4.176895,65.4369,15.8737,503.3695,0.510838,4.84898,668.3887,3.21576
55.8,0.0167364,985.258,4.1769,65.438,15.874,503.29,0.51076,4.8496,668.374,3.2152
55.81,0.01674398,985.2531,4.176905,65.4391,15.8743,503.2105,0.510682,4.85022,668.3593,3.21464
55.82,0.01675156,985.2482,4.17691,65.4402,15.8746,503.131,0.510604,4.85084,668.3446,3.21408
55.83,0.01675914,985.2433,4.176915,65.4413,15.8749,503.0515,0.510526,4.85146,668.3299,3.21352
55.84,0.01676672,985.2384,4.17692,65.4424,15.8752,502.972,0.510448,4.85208,668.3152,3.21296
55.85,0.0167743,985.2335,4.176925,65.4435,15.8755,502.8925,0.51037,4.8527,668.3005,3.2124
55.86,0.01678188,985.2286,4.17693,65.4446,15.8758,502.813,0.510292,4.85332,668.2858,3.21184
55.87,0.01678946,985.2237,4.176935,65.4457,15.8761,502.7335,0.510214,4.85394,668.2711,3.21128
55.88,0.01679704,985.2188,4.17694,65.4468,15.8764,502.654,0.510136,4.85456,668.2564,3.21072
55.89,0.01680462,985.2139,4.176945,65.4479,15.8767,502.5745,0.510058,4.85518,668.2417,3.21016
55.9,0.0168122,985.209,4.17695,65.449,15.877,502.495,0.50998,4.8558,668.227,3.2096
55.91,0.01681978,985.2041,4.176955,65.4501,15.8773,502.4155,0.509902,4.85642,668.2123,3.20904
55.92,0.01682736,985.1992,4.17696,65.4512,15.8776,502.336,0.509824,4.85704,668.1976,3.20848
55.93,0.01683494,985.1943,4.176965,65.4523,15.8779,502.2565,0.509746,4.85766,668.1829,3.20792
55.94,0.01684252,985.1894,4.17697,65.4534,15.8782,502.177,0.509668,4.85828,668.1682,3.20736
55.95,0.0168501,985.1845,4.176975,65.4545,15.8785,502.0975,0.50959,4.8589,668.1535,3.2068
55.96,0.01685768,985.1796,4.17698,65.4556,15.8788,502.018,0.509512,4.85952,668.1388,3.20624
55.97,0.01686526,985.1747,4.176985,65.4567,15.8791,501.9385,0.509434,4.86014,668.1241,3.20568
55.98,0.01687284,985.1698,4.17699,65.4578,15.8794,501.859,0.509356,4.86076,668.1094,3.20512
55.99,0.01688042,985.1649,4.176995,65.4589,15.8797,501.7795,0.509278,4.86138,668.0947,3.20456
56,0.016888,985.16,4.177,65.46,15.88,501.7,0.5092,4.862,668.08,3.204
56.01,0.01689558,985.1551,4.177005,65.4611,15.8803,501.6205,0.509122,4.86262,668.0653,3.20344
56.02,0.01690316,985.1502,4.17701,65.4622,15.8806,501.541,0.509044,4.86324,668.0506,3.20288
56.03,0.01691074,985.1453,4.177015,65.4633,15.8809,501.4615,0.508966,4.86386,668.0359,3.20232
56.04,0.01691832,985.1404,4.17702,65.4644,15.8812,501.382,0.508888,4.86448,668.0212,3.20176
56.05,0.0169259,985.1355,4.177025,65.4655,15.8815,501.3025,0.50881,4.8651,668.0065,3.2012
56.06,0.01693348,985.1306,4.17703,65.4666,15.8818,501.223,0.508732,4.86572,667.9918,3.20064
56.07,0.01694106,985.1257,4.177035,65.4677,15.8821,501.1435,0.508654,4.86634,667.9771,3.20008
56.08,0.01694864,985.1208,4.17704,65.4688,15.8824,501.064,0.508576,4.86696,667.9624,3.19952
56.09,0.01695622,985.1159,4.177045,65.4699,15.8827,500.9845,0.508498,4.86758,667.9477,3.19896
56.1,0.0169638,985.111,4.17705,65.471,15.883,500.905,0.50842,4.8682,667.933,3.1984
56.11,0.01697138,985.1061,4.177055,65.4721,15.8833,500.8255,0.508342,4.86882,667.9183,3.19784
56.12,0.01697896,985.1012,4.17706,65.4732,15.8836,500.746,0.508264,4.86944,667.9036,3.19728
56.13,0.01698654,985.0963,4.177065,65.4743,15.8839,500.6665,0.508186,4.87006,667.8889,3.19672
56.14,0.01699412,985.0914,4.17707,65.4754,15.8842,500.587,0.508108,4.87068,667.8742,3.19616
56.15,0.0170017,985.0865,4.177075,65.4765,15.8845,500.5075,0.50803,4.8713,667.8595,3.1956
56.16,0.01700928,985.0816,4.17708,65.4776,15.8848,500.428,0.507952,4.87192,667.8448,3.19504
56.17,0.01701686,985.0767,4.177085,65.4787,15.8851,500.3485,0.507874,4.87254,667.8301,3.19448
56.18,0.01702444,985.0718,4.17709,65.4798,15.8854,500.269,0.507796,4.87316,667.8154,3.19392
56.19,0.01703202,985.0669,4.177095,65.4809,15.8857,500.1895,0.507718,4.87378,667.8007,3.19336
56.2,0.0170396,985.062,4.1771,65.482,15.886,500.11,0.50764,4.8744,667.786,3.1928
56.21,0.01704718,985.0571,4.177105,65.4831,15.8863,500.0305,0.507562,4.87502,667.7713,3.19224
56.22,0.01705476,985.0522,4.17711,65.4842,15.8866,499.951,0.507484,4.87564,667.7566,3.19168
56.23,0.01706234,985.0473,4.177115,65.4853,15.8869,499.8715,0.507406,4.87626,667.7419,3.19112
56.24,0.01706992,985.0424,4.17712,65.4864,15.8872,499.792,0.507328,4.87688,667.7272,3.19056
56.25,0.0170775,985.0375,4.177125,65.4875,15.8875,499.7125,0.50725,4.8775,667.7125,3.19
56.26,0.01708508,985.0326,4.17713,65.4886,15.8878,499.633,0.507172,4.87812,667.6978,3.18944
56.27,0.01709266,985.0277,4.177135,65.4897,15.8881,499.5535,0.507094,4.87874,667.6831,3.18888
56.28,0.01710024,985.0228,4.17714,65.4908,15.8884,499.474,0.507016,4.87936,667.6684,3.18832
56.29,0.01710782,985.0179,4.177145,65.4919,15.8887,499.3945,0.506938,4.87998,667.6537,3.18776
56.3,0.0171154,985.013,4.17715,65.493,15.889,499.315,0.50686,4.8806,667.639,3.1872
56.31,0.01712298,985.0081,4.177155,65.4941,15.8893,499.2355,0.506782,4.88122,667.6243,3.18664
56.32,0.01713056,985.0032,4.17716,65.4952,15.8896,499.156,0.506704,4.88184,667.6096,3.18608
56.33,0.01713814,984.9983,4.177165,65.4963,15.8899,499.0765,0.506626,4.88246,667.5949,3.18552
56.34,0.01714572,984.9934,4.17717,65.4974,15.8902,498.997,0.506548,4.88308,667.5802,3.18496
56.35,0.0171533,984.9885,4.177175,65.4985,15.8905,498.9175,0.50647,4.8837,667.5655,3.1844
56.36,0.01716088,984.9836,4.17718,65.4996,15.8908,498.838,0.506392,4.88432,667.5508,3.18384
56.37,0.01716846,984.9787,4.177185,65.5007,15.8911,498.7585,0.506314,4.88494,667.5361,3.18328
56.38,0.01717604,984.9738,4.17719,65.5018,15.8914,498.679,0.506236,4.88556,667.5214,3.18272
56.39,0.01718362,984.9689,4.177195,65.5029,15.8917,498.5995,0.506158,4.88618,667.5067,3.18216
56.4,0.0171912,984.964,4.1772,65.504,15.892,498.52,0.50608,4.8868,667.492,3.1816
56.41,0.01719878,984.9591,4.177205,65.5051,15.8923,498.4405,0.506002,4.88742,667.4773,3.18104
56.42,0.01720636,984.9542,4.17721,65.5062,15.8926,498.361,0.505924,4.88804,667.4626,3.18048
